,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
50015,12344963,JE204842,04/06/2021 12:00:00 PM,050XX W FULTON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1532,15,28.0,25,11,1142819.0,1901475.0,2021,04/21/2021 04:52:37 PM,41.885694378000004,-87.75099957100001,"(41.885694378, -87.750999571)"
50016,12340376,JE199636,04/14/2021 08:00:00 PM,025XX E 95TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,423,4,7.0,48,14,1194618.0,1842457.0,2021,04/21/2021 04:52:37 PM,41.722623757,-87.562728964,"(41.722623757, -87.562728964)"
50017,12340267,JE199352,04/14/2021 03:12:00 PM,010XX S DAMEN AVE,0560,ASSAULT,SIMPLE,CTA BUS,False,False,1231,12,27.0,28,08A,1163205.0,1895470.0,2021,04/21/2021 04:52:37 PM,41.868812123000005,-87.676306675,"(41.868812123, -87.676306675)"
50019,12343973,JE203884,04/07/2021 12:00:00 PM,030XX E 91ST ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,424,4,10.0,46,06,1197972.0,1845207.0,2021,04/21/2021 04:49:40 PM,41.730086940999996,-87.550352316,"(41.730086941, -87.550352316)"
50020,12344213,JE204212,04/09/2021 08:00:00 PM,003XX E WACKER DR,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,False,False,114,1,42.0,32,06,1178664.0,1902455.0,2021,04/21/2021 04:49:40 PM,41.887640628,-87.61934028299999,"(41.887640628, -87.619340283)"
50021,12340012,JE199137,04/14/2021 04:00:00 AM,061XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,311,3,20.0,40,14,1177769.0,1864388.0,2021,04/21/2021 04:52:37 PM,41.783202274000004,-87.62378171200001,"(41.783202274, -87.623781712)"
50022,12340648,JE199045,04/14/2021 09:00:00 AM,016XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,False,True,611,6,17.0,71,08B,1166875.0,1854318.0,2021,04/21/2021 04:52:37 PM,41.755808621,-87.66400997,"(41.755808621, -87.66400997)"
50023,12339810,JE198882,04/14/2021 05:08:00 AM,043XX N KIMBALL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1723,17,35.0,16,06,1152935.0,1928827.0,2021,04/21/2021 04:52:37 PM,41.96055619,-87.71312483,"(41.96055619, -87.71312483)"
50024,12340585,JE198864,04/14/2021 02:30:00 AM,009XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,BANK,False,False,1224,12,25.0,28,06,1170187.0,1900728.0,2021,04/21/2021 04:52:37 PM,41.883090953,-87.650520679,"(41.883090953, -87.650520679)"
50027,12340100,JE199130,04/14/2021 10:49:00 AM,035XX W CORTLAND ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1422,14,1.0,22,08A,1152789.0,1912405.0,2021,04/21/2021 04:52:37 PM,41.91549585,-87.714097717,"(41.91549585, -87.714097717)"
50028,12340829,JE200006,04/14/2021 01:36:00 PM,028XX W FOSTER AVE,0810,THEFT,OVER $500,NURSING / RETIREMENT HOME,False,False,2011,20,40.0,4,06,1156456.0,1934411.0,2021,04/21/2021 04:52:37 PM,41.975808335,-87.70002808299999,"(41.975808335, -87.700028083)"
50029,12343981,JE203900,04/14/2021 11:00:00 AM,019XX W CORNELIA AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,1922,19,47.0,5,11,1162781.0,1923250.0,2021,04/21/2021 04:52:37 PM,41.94505136,-87.677083023,"(41.94505136, -87.677083023)"
50030,12340532,JE199726,04/14/2021 10:00:00 PM,096XX S FOREST AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,511,5,9.0,49,14,1179949.0,1841124.0,2021,04/21/2021 04:52:37 PM,41.719313605,-87.616499803,"(41.719313605, -87.616499803)"
50031,12340711,JE199953,04/14/2021 11:30:00 AM,041XX N KENNETH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1722,17,45.0,16,11,1145803.0,1927232.0,2021,04/21/2021 04:52:37 PM,41.956318036999996,-87.73938649200001,"(41.956318037, -87.739386492)"
50033,12340026,JE199024,04/14/2021 08:00:00 AM,017XX W GARFIELD BLVD,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,932,9,16.0,61,08A,1165472.0,1868216.0,2021,04/21/2021 04:52:37 PM,41.793976397,-87.668758057,"(41.793976397, -87.668758057)"
50034,12340411,JE199626,04/14/2021 07:45:00 PM,010XX W 77TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,612,6,17.0,71,04B,1170790.0,1853763.0,2021,04/21/2021 04:52:37 PM,41.75420115,-87.64967857299999,"(41.75420115, -87.649678573)"
50036,12340361,JE199595,04/14/2021 07:00:00 PM,050XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,223,2,4.0,38,08B,1182443.0,1871589.0,2021,04/21/2021 04:52:37 PM,41.802855320999996,-87.606422225,"(41.802855321, -87.606422225)"
50037,12340854,JE200151,04/14/2021 08:00:00 PM,001XX E CHICAGO AVE,0460,BATTERY,SIMPLE,HOTEL / MOTEL,False,False,1833,18,42.0,8,08B,1177063.0,1905749.0,2021,04/21/2021 04:52:37 PM,41.896715933,-87.625119738,"(41.896715933, -87.625119738)"
50038,12339798,JE198880,04/14/2021 04:35:00 AM,097XX S CHARLES ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2213,22,19.0,72,08B,1167282.0,1840410.0,2021,04/21/2021 04:52:37 PM,41.717634335999996,-87.66291545200001,"(41.717634336, -87.662915452)"
50039,12344295,JE203934,02/10/2021 12:00:00 PM,027XX N CALIFORNIA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATHLETIC CLUB,False,False,1411,14,32.0,22,11,1157241.0,1918050.0,2021,04/21/2021 04:49:40 PM,41.930896786999995,-87.697587655,"(41.930896787, -87.697587655)"
50040,12345001,JE204938,03/10/2021 04:30:00 PM,046XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,924,9,15.0,61,14,1165456.0,1874031.0,2021,04/21/2021 04:52:37 PM,41.809933784,-87.668651835,"(41.809933784, -87.668651835)"
50041,12340219,JE199331,04/14/2021 02:43:00 PM,072XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,831,8,18.0,66,08B,1160295.0,1856512.0,2021,04/21/2021 04:52:37 PM,41.761967233,-87.68806395700001,"(41.761967233, -87.688063957)"
50043,12345097,JE205171,04/13/2021 07:49:00 PM,047XX S HAMLIN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,821,8,14.0,57,08A,1151833.0,1872837.0,2021,04/21/2021 04:52:37 PM,41.806935541,-87.71865078100001,"(41.806935541, -87.718650781)"
50045,12341163,JE199670,04/14/2021 06:15:00 PM,055XX W WINDSOR AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1623,16,45.0,15,08A,1138671.0,1929727.0,2021,04/21/2021 04:52:37 PM,41.963297196,-87.765545119,"(41.963297196, -87.765545119)"
50046,12339868,JE198904,04/14/2021 06:00:00 AM,082XX S ELLIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,True,631,6,8.0,44,14,1184331.0,1850524.0,2021,04/21/2021 04:52:37 PM,41.745007011999995,-87.600156778,"(41.745007012, -87.600156778)"
50047,12340918,JE200235,04/14/2021 06:00:00 PM,012XX W COLUMBIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2432,24,49.0,1,14,1166664.0,1944950.0,2021,04/21/2021 04:52:37 PM,42.004514388000004,-87.662185809,"(42.004514388, -87.662185809)"
50050,12344456,JE204391,04/13/2021 12:00:00 PM,014XX E 68TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,332,3,5.0,43,08A,1186922.0,1860191.0,2021,04/21/2021 04:49:40 PM,41.771473188,-87.590357168,"(41.771473188, -87.590357168)"
50051,12339782,JE198839,04/14/2021 12:56:00 AM,014XX N TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1423,14,1.0,24,08B,1158483.0,1909469.0,2021,04/21/2021 04:52:37 PM,41.907324514,-87.693258909,"(41.907324514, -87.693258909)"
50053,12340347,JE199568,04/14/2021 06:30:00 PM,068XX W GRAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2512,25,36.0,18,08B,1130543.0,1915206.0,2021,04/21/2021 04:52:37 PM,41.923593819000004,-87.795764356,"(41.923593819, -87.795764356)"
50054,12342030,JE201527,04/14/2021 12:00:00 AM,083XX S BALTIMORE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,423,4,7.0,46,08A,1196911.0,1850143.0,2021,04/21/2021 04:52:37 PM,41.74365814,-87.554075271,"(41.74365814, -87.554075271)"
50055,12340736,JE199947,04/14/2021 08:19:00 AM,054XX W MADISON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,False,False,1522,15,29.0,25,11,1139904.0,1899485.0,2021,04/21/2021 04:52:37 PM,41.880287347,-87.761752861,"(41.880287347, -87.761752861)"
50056,12344873,JE204865,04/04/2021 02:00:00 PM,018XX W 54TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,932,9,16.0,61,14,1164819.0,1868881.0,2021,04/21/2021 04:52:37 PM,41.795815065999996,-87.671133793,"(41.795815066, -87.671133793)"
50059,12344650,JE204608,04/06/2021 11:13:00 AM,0000X N WACKER DR,0820,THEFT,$500 AND UNDER,STREET,False,False,122,1,42.0,32,06,1173863.0,1900534.0,2021,04/21/2021 04:49:40 PM,41.882477553,-87.63702811200001,"(41.882477553, -87.637028112)"
50062,12340507,JE199689,04/14/2021 09:50:00 PM,082XX S ELLIS AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,631,6,8.0,44,08A,1184330.0,1850557.0,2021,04/21/2021 04:52:37 PM,41.745097591,-87.60015941200001,"(41.745097591, -87.600159412)"
50063,12345009,JE204947,02/01/2021 09:00:00 AM,031XX N OCTAVIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2511,25,29.0,17,11,1126873.0,1919979.0,2021,04/21/2021 04:52:37 PM,41.936753877,-87.809142382,"(41.936753877, -87.809142382)"
50066,12340109,JE199105,04/14/2021 10:40:00 AM,026XX E 83RD ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,423,4,7.0,46,08A,1195381.0,1850453.0,2021,04/21/2021 04:52:37 PM,41.744546688,-87.559670975,"(41.744546688, -87.559670975)"
50067,12341208,JE200508,04/14/2021 12:00:00 AM,077XX S RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,612,6,17.0,71,14,1169661.0,1853545.0,2021,04/21/2021 04:52:37 PM,41.753627473,-87.6538223,"(41.753627473, -87.6538223)"
50071,12340419,JE199653,04/14/2021 08:20:00 PM,089XX S DAUPHIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,633,6,8.0,47,08B,1183792.0,1845732.0,2021,04/21/2021 04:52:37 PM,41.731869823000004,-87.602280887,"(41.731869823, -87.602280887)"
50072,12344226,JE204161,03/03/2021 08:00:00 AM,060XX S HONORE ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,714,7,15.0,67,06,1165056.0,1864525.0,2021,04/21/2021 04:49:40 PM,41.783856645,-87.670387873,"(41.783856645, -87.670387873)"
50073,12340455,JE199569,04/14/2021 06:31:00 PM,077XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,421,4,7.0,43,08B,1194532.0,1854231.0,2021,04/21/2021 04:52:37 PM,41.754934725,-87.56265776299999,"(41.754934725, -87.562657763)"
50074,12340117,JE199241,04/14/2021 01:30:00 PM,049XX S CHICAGO BEACH DR,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,False,False,222,2,5.0,39,06,1188221.0,1872737.0,2021,04/21/2021 04:52:37 PM,41.805869465,-87.585195364,"(41.805869465, -87.585195364)"
50076,12344303,JE203704,03/16/2021 09:00:00 AM,012XX N LEAVITT ST,0810,THEFT,OVER $500,APARTMENT,False,False,1424,14,2.0,24,06,1161508.0,1908403.0,2021,04/21/2021 04:49:40 PM,41.90433685,-87.68217647200001,"(41.90433685, -87.682176472)"
50077,12340763,JE200034,04/14/2021 03:46:00 AM,041XX W 15TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,1012,10,24.0,29,14,1149212.0,1892395.0,2021,04/21/2021 04:52:37 PM,41.860656362,-87.727758203,"(41.860656362, -87.727758203)"
50078,12339935,JE198986,04/14/2021 08:15:00 AM,035XX W NORTH AVE,0860,THEFT,RETAIL THEFT,GAS STATION,False,False,1422,14,26.0,23,06,1152351.0,1910401.0,2021,04/21/2021 04:52:37 PM,41.91000536,-87.715759913,"(41.91000536, -87.715759913)"
50079,12340691,JE199885,04/14/2021 07:00:00 PM,128XX S EXCHANGE AVE,0810,THEFT,OVER $500,STREET,False,False,433,4,10.0,55,06,1197753.0,1820352.0,2021,04/21/2021 04:52:37 PM,41.661887846,-87.551980535,"(41.661887846, -87.551980535)"
50080,12339845,JE198892,04/14/2021 04:00:00 AM,075XX N PAULINA ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,False,False,2422,24,49.0,1,06,1163690.0,1950023.0,2021,04/21/2021 04:52:37 PM,42.018498254,-87.672983233,"(42.018498254, -87.672983233)"
50082,12340306,JE199418,04/14/2021 04:30:00 PM,007XX N FRANKLIN ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1831,18,42.0,8,06,1174189.0,1905462.0,2021,04/21/2021 04:52:37 PM,41.895993005,-87.63568392100001,"(41.895993005, -87.635683921)"
50083,12341118,JE199555,04/14/2021 04:42:00 PM,109XX S DOTY AVE E,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),False,False,513,5,10.0,51,11,1185667.0,1832643.0,2021,04/21/2021 04:52:37 PM,41.695908161,-87.595822806,"(41.695908161, -87.595822806)"
50084,12342334,JE201880,04/14/2021 11:00:00 PM,0000X N MASON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1513,15,29.0,25,14,1136771.0,1899696.0,2021,04/21/2021 04:52:37 PM,41.880923040999996,-87.77325202700001,"(41.880923041, -87.773252027)"
50085,12340366,JE199004,04/14/2021 09:08:00 AM,0000X N LOREL AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1522,15,29.0,25,04B,1140719.0,1899740.0,2021,04/21/2021 04:52:37 PM,41.880972165,-87.75875395799999,"(41.880972165, -87.758753958)"
50086,12339988,JE199078,04/14/2021 09:45:00 AM,023XX N BOSWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1811,18,2.0,7,08B,1165594.0,1915711.0,2021,04/21/2021 04:52:37 PM,41.924304376,-87.666958958,"(41.924304376, -87.666958958)"
50088,12343087,JE202765,04/14/2021 11:00:00 AM,107XX S GREEN BAY AVE,0810,THEFT,OVER $500,APARTMENT,False,False,432,4,10.0,52,06,1200530.0,1834435.0,2021,04/21/2021 04:52:37 PM,41.700463454,-87.54134479700001,"(41.700463454, -87.541344797)"
50089,12340337,JE199535,04/14/2021 11:30:00 AM,049XX W IRVING PARK RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1634,16,45.0,15,11,1142882.0,1926140.0,2021,04/21/2021 04:52:37 PM,41.953376545,-87.750152275,"(41.953376545, -87.750152275)"
50091,12344768,JE204787,01/02/2021 12:00:00 PM,008XX N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,1833,18,2.0,8,11,1177330.0,1906499.0,2021,04/21/2021 04:52:37 PM,41.898767916,-87.62411633299999,"(41.898767916, -87.624116333)"
50092,12339769,JE198872,04/14/2021 03:00:00 AM,033XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER RAILROAD PROPERTY / TRAIN DEPOT,False,False,1713,17,33.0,14,14,1153017.0,1931689.0,2021,04/21/2021 04:52:37 PM,41.968408071999995,-87.712747145,"(41.968408072, -87.712747145)"
50093,12340044,JE199079,04/14/2021 08:00:00 AM,055XX N WINTHROP AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2023,20,48.0,77,08A,1167868.0,1936975.0,2021,04/21/2021 04:52:37 PM,41.982604842,-87.657987672,"(41.982604842, -87.657987672)"
50094,12344112,JE203473,04/12/2021 12:01:00 AM,069XX S JEFFERY BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,332,3,5.0,43,11,1190741.0,1859409.0,2021,04/21/2021 04:49:40 PM,41.769235933000004,-87.576383475,"(41.769235933, -87.576383475)"
50095,12340625,JE199210,04/14/2021 12:29:00 PM,005XX N LAKE SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1834,18,42.0,8,08B,1179987.0,1904086.0,2021,04/21/2021 04:52:37 PM,41.892085855,-87.6144317,"(41.892085855, -87.6144317)"
50096,12340198,JE199335,04/14/2021 11:30:00 AM,036XX W LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1723,17,35.0,14,14,1151411.0,1931653.0,2021,04/21/2021 04:52:37 PM,41.968341055,-87.718653311,"(41.968341055, -87.718653311)"
50097,12339997,JE199125,04/14/2021 08:00:00 AM,051XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,234,2,4.0,41,06,1185979.0,1871296.0,2021,04/21/2021 04:52:37 PM,41.801968515,-87.59346354600001,"(41.801968515, -87.593463546)"
50098,12341797,JE200696,04/14/2021 08:00:00 PM,076XX S MERRILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,414,4,8.0,43,08B,1191862.0,1854703.0,2021,04/21/2021 04:52:37 PM,41.756295149,-87.572427076,"(41.756295149, -87.572427076)"
50100,12340502,JE199673,04/14/2021 06:30:00 PM,004XX N HALSTED ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27.0,24,06,1170959.0,1903409.0,2021,04/21/2021 04:52:37 PM,41.890430903,-87.647607205,"(41.890430903, -87.647607205)"
50101,12340428,JE199540,04/14/2021 05:55:00 PM,020XX W FARGO AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,2424,24,49.0,1,04A,1161518.0,1949266.0,2021,04/21/2021 04:52:37 PM,42.016466733,-87.680997051,"(42.016466733, -87.680997051)"
50102,12340554,JE199727,04/14/2021 11:30:00 PM,046XX W ERIE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,1111,11,28.0,25,04A,1145250.0,1903911.0,2021,04/21/2021 04:52:37 PM,41.892333426,-87.74201070000001,"(41.892333426, -87.7420107)"
50103,12341947,JE200948,04/14/2021 08:45:00 PM,028XX N FRANCISCO AVE,0810,THEFT,OVER $500,STREET,False,False,1411,14,33.0,21,06,1156555.0,1918730.0,2021,04/21/2021 04:52:37 PM,41.932776687,-87.700090115,"(41.932776687, -87.700090115)"
50104,12341038,JE200165,04/14/2021 10:35:00 PM,014XX W 115TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2234,22,34.0,75,14,1168674.0,1828480.0,2021,04/21/2021 04:52:37 PM,41.684866643,-87.65815966299999,"(41.684866643, -87.658159663)"
50106,12340060,JE199107,04/14/2021 11:02:00 AM,064XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,723,7,16.0,68,08B,1171414.0,1862115.0,2021,04/21/2021 04:52:37 PM,41.77710644,-87.64714764700001,"(41.77710644, -87.647147647)"
50108,12340611,JE199736,04/14/2021 11:54:00 PM,047XX S TRIPP AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,815,8,14.0,57,08B,1148827.0,1872792.0,2021,04/21/2021 04:52:37 PM,41.806870521,-87.729677139,"(41.806870521, -87.729677139)"
50110,12340658,JE199234,04/14/2021 12:25:00 PM,010XX E 80TH ST,0810,THEFT,OVER $500,APARTMENT,False,True,631,6,8.0,44,06,1184494.0,1852169.0,2021,04/21/2021 04:52:37 PM,41.74951725,-87.59950812299999,"(41.74951725, -87.599508123)"
50111,12344878,JE204887,04/14/2021 12:00:00 AM,087XX S MARSHFIELD AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2221,22,21.0,71,06,1166867.0,1846703.0,2021,04/21/2021 04:52:37 PM,41.734912143,-87.66425628299999,"(41.734912143, -87.664256283)"
50113,12344844,JE204880,01/12/2021 12:00:00 AM,068XX N SHERIDAN RD,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,False,False,2431,24,49.0,1,10,1166971.0,1945494.0,2021,04/21/2021 04:52:37 PM,42.006000524,-87.66104063700001,"(42.006000524, -87.661040637)"
50114,12344029,JE203833,04/14/2021 12:00:00 PM,0000X N MASON AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,False,False,1513,15,29.0,25,11,1136772.0,1899675.0,2021,04/21/2021 04:52:37 PM,41.880865396,-87.77324885799999,"(41.880865396, -87.773248858)"
50115,12339914,JE198967,04/14/2021 08:10:00 AM,123XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,523,5,34.0,53,08B,1173884.0,1823123.0,2021,04/21/2021 04:52:37 PM,41.670052541,-87.639245228,"(41.670052541, -87.639245228)"
50116,12340330,JE199613,04/14/2021 11:18:00 AM,038XX N NORA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1632,16,38.0,17,14,1128722.0,1924645.0,2021,04/21/2021 04:52:37 PM,41.949526705,-87.80224067299999,"(41.949526705, -87.802240673)"
50118,12340270,JE199354,04/14/2021 03:20:00 PM,003XX S PULASKI RD,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,False,False,1132,11,28.0,26,06,1149775.0,1898304.0,2021,04/21/2021 04:52:37 PM,41.876860431,-87.725537965,"(41.876860431, -87.725537965)"
50119,12339858,JE198924,04/14/2021 06:46:00 AM,063XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,825,8,17.0,66,08B,1158802.0,1862482.0,2021,04/21/2021 04:52:37 PM,41.778380394,-87.693373208,"(41.778380394, -87.693373208)"
50120,12339974,JE199018,04/14/2021 09:13:00 AM,001XX W 111TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,True,True,522,5,34.0,49,08B,1177334.0,1831018.0,2021,04/21/2021 04:52:37 PM,41.691640675,-87.626381549,"(41.691640675, -87.626381549)"
50121,12343476,JE202731,04/14/2021 08:30:00 PM,057XX N WINTHROP AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2022,20,48.0,77,06,,,2021,04/21/2021 04:52:37 PM,,,
50123,12340363,JE199423,04/14/2021 03:20:00 PM,010XX N MENARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,True,1511,15,29.0,25,14,1137503.0,1906293.0,2021,04/21/2021 04:52:37 PM,41.899012916,-87.77040521299999,"(41.899012916, -87.770405213)"
50124,12339811,JE198885,04/14/2021 04:58:00 AM,059XX W WALTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,True,False,1511,15,29.0,25,14,1136506.0,1905721.0,2021,04/21/2021 04:52:37 PM,41.897461169,-87.774080915,"(41.897461169, -87.774080915)"
50126,12344061,JE204026,04/08/2021 10:00:00 AM,058XX W 63RD ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,812,8,13.0,64,11,1138378.0,1862173.0,2021,04/21/2021 04:49:40 PM,41.777925138,-87.76825743399999,"(41.777925138, -87.768257434)"
50127,12340696,JE199839,04/14/2021 08:00:00 PM,038XX N KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1733,17,33.0,16,14,1154372.0,1925354.0,2021,04/21/2021 04:52:37 PM,41.950997387,-87.70793485899999,"(41.950997387, -87.707934859)"
50130,12340126,JE199168,04/14/2021 12:08:00 PM,034XX N SOUTHPORT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1924,19,44.0,6,06,1166355.0,1923128.0,2021,04/21/2021 04:52:37 PM,41.944640748000005,-87.66394995200001,"(41.944640748, -87.663949952)"
50131,12340493,JE199655,04/14/2021 07:36:00 PM,045XX S WESTERN BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,924,9,12.0,61,06,1161289.0,1874276.0,2021,04/21/2021 04:52:37 PM,41.810693516,-87.68392905399999,"(41.810693516, -87.683929054)"
50132,12340496,JE199659,04/14/2021 06:23:00 PM,006XX W DIVERSEY PKWY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,HOTEL / MOTEL,True,False,1934,19,44.0,6,11,1171406.0,1918849.0,2021,04/21/2021 04:52:37 PM,41.932789263000004,-87.64551090299999,"(41.932789263, -87.645510903)"
50133,12339743,JE198843,04/14/2021 12:40:00 AM,011XX N CENTRAL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1511,15,29.0,25,04A,1138804.0,1906983.0,2021,04/21/2021 04:52:37 PM,41.900882835,-87.765609841,"(41.900882835, -87.765609841)"
50134,12340646,JE199022,04/14/2021 09:15:00 AM,075XX S HERMITAGE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,True,611,6,17.0,71,08B,1165992.0,1854594.0,2021,04/21/2021 04:52:37 PM,41.756584809,-87.66723813600001,"(41.756584809, -87.667238136)"
50135,12340218,JE199365,04/14/2021 03:15:00 PM,059XX S INDIANA AVE,0560,ASSAULT,SIMPLE,STREET,False,False,232,2,20.0,40,08A,1178615.0,1865686.0,2021,04/21/2021 04:52:37 PM,41.786744915,-87.620640576,"(41.786744915, -87.620640576)"
50136,12340240,JE199314,04/14/2021 02:40:00 PM,031XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1222,12,27.0,27,08B,1155449.0,1900184.0,2021,04/21/2021 04:52:37 PM,41.881907192,-87.704654089,"(41.881907192, -87.704654089)"
50137,12340985,JE199463,04/14/2021 03:30:00 PM,017XX W FULLERTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1931,19,32.0,7,11,1164222.0,1915991.0,2021,04/21/2021 04:52:37 PM,41.92510186,-87.67199230700001,"(41.92510186, -87.671992307)"
